date,time,title,speaker,type
N/A,N/A,K2VAE: A Koopman-Kalman Enhanced Variational AutoEncoder for Probabilistic Time Series Forecasting,N/A,Poster Session
N/A,N/A,Winner-takes-all for Multivariate Probabilistic Time Series Forecasting,N/A,Poster Session
N/A,N/A,An analytic theory of creativity in convolutional diffusion models,N/A,Poster Session
N/A,N/A,Optimizing Robustness and Accuracy in Mixture of Experts: A Dual-Model Approach,N/A,Poster Session
N/A,N/A,Quadratic Upper Bound for Boosting Robustness,N/A,Poster Session
N/A,N/A,Learning Gaussian DAG Models without Condition Number Bounds,N/A,Poster Session
N/A,N/A,An Adaptive Orthogonal Convolution Scheme for Efficient and Flexible CNN Architectures,N/A,Poster Session
N/A,N/A,Boosting Adversarial Robustness with CLAT: Criticality Leveraged Adversarial Training,N/A,Poster Session
N/A,N/A,SGD Jittering: A Training Strategy for Robust and Accurate Model-Based Architectures,N/A,Poster Session
N/A,N/A,Stochastic Layer-Wise Shuffle for Improving Vision Mamba Training,N/A,Poster Session
N/A,N/A,Mechanistic PDE Networks for Discovery of Governing Equations,N/A,Poster Session
N/A,N/A,The Logical Implication Steering Method for Conditional Interventions on Transformer Generation,N/A,Poster Session
N/A,N/A,PRIME: Deep Imbalanced Regression with Proxies,N/A,Poster Session
N/A,N/A,Deep Principal Support Vector Machines for Nonlinear Sufficient Dimension Reduction,N/A,Poster Session
N/A,N/A,Double-Filter: Efficient Fine-tuning of Pre-trained Vision-Language Models via Patch&Layer Filtering,N/A,Poster Session
N/A,N/A,Emergence and Effectiveness of Task Vectors in In-Context Learning: An Encoder Decoder Perspective,N/A,Poster Session
N/A,N/A,Large Language Models to Diffusion Finetuning,N/A,Poster Session
N/A,N/A,Peripheral Memory for LLMs: Integration of Sequential Memory Banks with Adaptive Querying,N/A,Poster Session
N/A,N/A,The Synergy of LLMs & RL Unlocks Offline Learning of Generalizable Language-Conditioned Policies with Low-fidelity Data,N/A,Poster Session
N/A,N/A,Prune 'n Predict: Optimizing LLM Decision-making with Conformal Prediction,N/A,Poster Session
N/A,N/A,Pivoting Factorization: A Compact Meta Low-Rank Representation of Sparsity for Efficient Inference in Large Language Models,N/A,Poster Session
N/A,N/A,OrthoRank: Token Selection via Sink Token Orthogonality for Efficient LLM inference,N/A,Poster Session
N/A,N/A,Restoring Calibration for Aligned Large Language Models: A Calibration-Aware Fine-Tuning Approach,N/A,Poster Session
N/A,N/A,Soft Reasoning: Navigating Solution Spaces in Large Language Models through Controlled Embedding Exploration,N/A,Poster Session
N/A,N/A,The Missing Alignment Link of In-context Learning on Sequences,N/A,Poster Session
N/A,N/A,RE-Bench: Evaluating Frontier AI R&D Capabilities of Language Model Agents against Human Experts,N/A,Poster Session
N/A,N/A,Improving Parallel Program Performance with LLM Optimizers via Agent-System Interfaces,N/A,Poster Session
N/A,N/A,A Sharper Global Convergence Analysis for Average Reward Reinforcement Learning via an Actor-Critic Approach,N/A,Poster Session
N/A,N/A,The Sample Complexity of Online Strategic Decision Making with Information Asymmetry and Knowledge Transportability,N/A,Poster Session
N/A,N/A,Overcoming the Curse of Dimensionality in Reinforcement Learning Through Approximate Factorization,N/A,Poster Session
N/A,N/A,Can RLHF be More Efficient with Imperfect Reward Models? A Policy Coverage Perspective,N/A,Poster Session
N/A,N/A,Diffusion models for Gaussian distributions: Exact solutions and Wasserstein errors,N/A,Poster Session
N/A,N/A,Average Sensitivity of Hierarchical k-Median Clustering,N/A,Poster Session
N/A,N/A,Learning multivariate Gaussians with imperfect advice,N/A,Poster Session
N/A,N/A,On The Concurrence of Layer-wise Preconditioning Methods and Provable Feature Learning,N/A,Poster Session
N/A,N/A,Sparse-pivot: Dynamic correlation clustering for node insertions,N/A,Poster Session
N/A,N/A,Calibrating Video Watch-time Predictions with Credible Prototype Alignment,N/A,Poster Session
N/A,N/A,Incremental Gradient Descent with Small Epoch Counts is Surprisingly Slow on Ill-Conditioned Problems,N/A,Poster Session
N/A,N/A,Adaptive Self-improvement LLM Agentic System for ML Library Development,N/A,Poster Session
N/A,N/A,PEINR: A Physics-enhanced Implicit Neural Representation for High-Fidelity Flow Field Reconstruction,N/A,Poster Session
N/A,N/A,PDE-Transformer: Efficient and Versatile Transformers for Physics Simulations,N/A,Poster Session
N/A,N/A,Topology-aware Neural Flux Prediction Guided by Physics,N/A,Poster Session
N/A,N/A,OneForecast: A Universal Framework for Global and Regional Weather Forecasting,N/A,Poster Session
N/A,N/A,Efficient and Scalable Density Functional Theory Hamiltonian Prediction through Adaptive Sparsity,N/A,Poster Session
N/A,N/A,WyckoffDiff -- A Generative Diffusion Model for Crystal Symmetry,N/A,Poster Session
N/A,N/A,Zero-Shot Cyclic Peptide Design via Composable Geometric Constraints,N/A,Poster Session
N/A,N/A,PINNsAgent: Automated PDE Surrogation with Large Language Models,N/A,Poster Session
N/A,N/A,Temperature-Annealed Boltzmann Generators,N/A,Poster Session
N/A,N/A,Arbitrarily-Conditioned Multi-Functional Diffusion for Multi-Physics Emulation,N/A,Poster Session
N/A,N/A,A Machine Learning Approach to Duality in Statistical Physics,N/A,Poster Session
N/A,N/A,Tensor-Var: Efficient Four-Dimensional Variational Data Assimilation,N/A,Poster Session
N/A,N/A,Multi-Timescale Dynamics Model Bayesian Optimization for Plasma Stabilization in Tokamaks,N/A,Poster Session
N/A,N/A,MIPT: Multilevel Informed Prompt Tuning for Robust Molecular Property Prediction,N/A,Poster Session
N/A,N/A,Open Materials Generation with Stochastic Interpolants,N/A,Poster Session
N/A,N/A,Relational Invariant Learning for Robust Solvation Free Energy Prediction,N/A,Poster Session
N/A,N/A,Interpolating Neural Network-Tensor Decomposition (INN-TD): a scalable and interpretable approach for large-scale physics-based problems,N/A,Poster Session
N/A,N/A,HybridGS: High-Efficiency Gaussian Splatting Data Compression using Dual-Channel Sparse Representation and Point Cloud Encoder,N/A,Poster Session
N/A,N/A,CostFilter-AD: Enhancing Anomaly Detection through Matching Cost Filtering,N/A,Poster Session
N/A,N/A,HetSSNet: Spatial-Spectral Heterogeneous Graph Learning Network for Panchromatic and Multispectral Images Fusion,N/A,Poster Session
N/A,N/A,MIRROR: Make Your Object-Level Multi-View Generation More Consistent with Training-Free Rectification,N/A,Poster Session
N/A,N/A,Generative Point Cloud Registration,N/A,Poster Session
N/A,N/A,Feature out! Let Raw Image as Your Condition for Blind Face Restoration,N/A,Poster Session
N/A,N/A,VTGaussian-SLAM: RGBD SLAM for Large Scale Scenes with Splatting View-Tied 3D Gaussians,N/A,Poster Session
N/A,N/A,VideoRoPE: What Makes for Good Video Rotary Position Embedding?,N/A,Poster Session
N/A,N/A,ReferSplat: Referring Segmentation in 3D Gaussian Splatting,N/A,Poster Session
N/A,N/A,Privacy-Shielded Image Compression: Defending Against Exploitation from Vision-Language Pretrained Models,N/A,Poster Session
N/A,N/A,Cavia: Camera-controllable Multi-view Video Diffusion with View-Integrated Attention,N/A,Poster Session
N/A,N/A,Asymmetric Decision-Making in Online Knowledge Distillation: Unifying Consensus and Divergence,N/A,Poster Session
N/A,N/A,Long-Term TalkingFace Generation via Motion-Prior Conditional Diffusion Model,N/A,Poster Session
N/A,N/A,Efficient Motion Prompt Learning for Robust Visual Tracking,N/A,Poster Session
N/A,N/A,PhySpec: Physically Consistent Spectral Reconstruction via Orthogonal Subspace Decomposition and Self-Supervised Meta-Auxiliary Learning,N/A,Poster Session
N/A,N/A,PISA Experiments: Exploring Physics Post-Training for Video Diffusion Models by Watching Stuff Drop,N/A,Poster Session
N/A,N/A,SafeMap: Robust HD Map Construction from Incomplete Observations,N/A,Poster Session
N/A,N/A,When Model Knowledge meets Diffusion Model: Diffusion-assisted Data-free Image Synthesis with Alignment of Domain and Class,N/A,Poster Session
N/A,N/A,Learning Event Completeness for Weakly Supervised Video Anomaly Detection,N/A,Poster Session
N/A,N/A,Visual Autoregressive Modeling for Image Super-Resolution,N/A,Poster Session
N/A,N/A,Beyond Confidence: Exploiting Homogeneous Pattern for Semi-Supervised Semantic Segmentation,N/A,Poster Session
N/A,N/A,UniMC: Taming Diffusion Transformer for Unified Keypoint-Guided Multi-Class Image Generation,N/A,Poster Session
N/A,N/A,Orthogonal Subspace Decomposition for Generalizable AI-Generated Image Detection,N/A,Poster Session
N/A,N/A,Unifying 2D and 3D Vision-Language Understanding,N/A,Poster Session
N/A,N/A,DyPolySeg: Taylor Series-Inspired Dynamic Polynomial Fitting Network for Few-shot Point Cloud Semantic Segmentation,N/A,Poster Session
N/A,N/A,sciLaMA: A Single-Cell Representation Learning Framework to Leverage Prior Knowledge from Large Language Models,N/A,Poster Session
N/A,N/A,CellFlux: Simulating Cellular Morphology Changes via Flow Matching,N/A,Poster Session
N/A,N/A,Raptor: Scalable Train-Free Embeddings for 3D Medical Volumes Leveraging Pretrained 2D Foundation Models,N/A,Poster Session
N/A,N/A,All-atom inverse protein folding through discrete flow matching,N/A,Poster Session
N/A,N/A,Aligning Protein Conformation Ensemble Generation with Physical Feedback,N/A,Poster Session
N/A,N/A,CombiMOTS: Combinatorial Multi-Objective Tree Search for Dual-Target Molecule Generation,N/A,Poster Session
N/A,N/A,MedXpertQA: Benchmarking Expert-Level Medical Reasoning and Understanding,N/A,Poster Session
N/A,N/A,UniMoMo: Unified Generative Modeling of 3D Molecules for De Novo Binder Design,N/A,Poster Session
N/A,N/A,Identifying biological perturbation targets through causal differential networks,N/A,Poster Session
N/A,N/A,Staged and Physics-Grounded Learning Framework with Hyperintensity Prior for Pre-Contrast MRI Synthesis,N/A,Poster Session
N/A,N/A,BounDr.E: Predicting Drug-likeness via Biomedical Knowledge Alignment and EM-like One-Class Boundary Optimization,N/A,Poster Session
N/A,N/A,Multi-Marginal Stochastic Flow Matching for High-Dimensional Snapshot Data at Irregular Time Points,N/A,Poster Session
N/A,N/A,InfoSEM: A Deep Generative Model with Informative Priors for Gene Regulatory Network Inference,N/A,Poster Session
N/A,N/A,A Variational Perspective on Generative Protein Fitness Optimization,N/A,Poster Session
N/A,N/A,Do Multiple Instance Learning Models Transfer?,N/A,Poster Session
N/A,N/A,Reliable Algorithm Selection for Machine Learning-Guided Design,N/A,Poster Session
N/A,N/A,"""Why Is There a Tumor?"": Tell Me the Reason, Show Me the Evidence",N/A,Poster Session
N/A,N/A,ViTally Consistent: Scaling Biological Representation Learning for Cell Microscopy,N/A,Poster Session
N/A,N/A,Visual and Domain Knowledge for Professional-level Graph-of-Thought Medical Reasoning,N/A,Poster Session
N/A,N/A,A Cross Modal Knowledge Distillation & Data Augmentation Recipe for Improving Transcriptomics Representations through Morphological Features,N/A,Poster Session
N/A,N/A,Unified Screening for Multiple Diseases,N/A,Poster Session
N/A,N/A,BinauralFlow: A Causal and Streamable Approach for High-Quality Binaural Speech Synthesis with Flow Matching Models,N/A,Poster Session
N/A,N/A,UI-Vision: A Desktop-centric GUI Benchmark for Visual Perception and Interaction,N/A,Poster Session
N/A,N/A,Context is Key: A Benchmark for Forecasting with Essential Textual Information,N/A,Poster Session
N/A,N/A,CMoS: Rethinking Time Series Prediction Through the Lens of Chunk-wise Spatial Correlations,N/A,Poster Session
N/A,N/A,TimePoint: Accelerated Time Series Alignment via Self-Supervised Keypoint and Descriptor Learning,N/A,Poster Session
N/A,N/A,LOB-Bench: Benchmarking Generative AI for Finance - an Application to Limit Order Book Data,N/A,Poster Session
N/A,N/A,ProDiff: Prototype-Guided Diffusion for Minimal Information Trajectory Imputation,N/A,Poster Session
N/A,N/A,Efficient Personalized Adaptation for Physiological Signal Foundation Model,N/A,Poster Session
N/A,N/A,Towards Learning to Complete Anything in Lidar,N/A,Poster Session
N/A,N/A,Video Prediction Policy: A Generalist Robot Policy with Predictive Visual Representations,N/A,Poster Session
N/A,N/A,OTTER: A Vision-Language-Action Model with Text-Aware Visual Feature Extraction,N/A,Poster Session
N/A,N/A,SAH-Drive: A Scenario-Aware Hybrid Planner for Closed-Loop Vehicle Trajectory Generation,N/A,Poster Session
N/A,N/A,DexScale: Automating Data Scaling for Sim2Real Generalizable Robot Control,N/A,Poster Session
N/A,N/A,Self-cross Feature based Spiking Neural Networks for Efficient Few-shot Learning,N/A,Poster Session
N/A,N/A,Testing the Limits of Fine-Tuning for Improving Visual Cognition in Vision Language Models,N/A,Poster Session
N/A,N/A,Pre-Training Graph Contrastive Masked Autoencoders are Strong Distillers for EEG,N/A,Poster Session
N/A,N/A,Faster and Stronger: When ANN-SNN Conversion Meets Parallel Spiking Calculation,N/A,Poster Session
N/A,N/A,Mind Your Step (by Step): Chain-of-Thought can Reduce Performance on Tasks where Thinking Makes Humans Worse,N/A,Poster Session
N/A,N/A,Fleet of Agents: Coordinated Problem Solving with Large Language Models,N/A,Poster Session
N/A,N/A,A Reasoning-Based Approach to Cryptic Crossword Clue Solving,N/A,Poster Session
N/A,N/A,MoHAVE: Mixture of Hierarchical Audio-Visual Experts for Robust Speech Recognition,N/A,Poster Session
N/A,N/A,Policy Filtration for RLHF to Mitigate Noise in Reward Models,N/A,Poster Session
N/A,N/A,LaRA: Benchmarking Retrieval-Augmented Generation and Long-Context LLMs – No Silver Bullet for LC or RAG Routing,N/A,Poster Session
N/A,N/A,Feature-Mapping Topology Optimization with Neural Heaviside Signed Distance Functions,N/A,Poster Session
N/A,N/A,Universal Biological Sequence Reranking for Improved De Novo Peptide Sequencing,N/A,Poster Session
N/A,N/A,Aguvis: Unified Pure Vision Agents for Autonomous GUI Interaction,N/A,Poster Session
N/A,N/A,LaMAGIC2: Advanced Circuit Formulations for Language Model-Based Analog Topology Generation,N/A,Poster Session
N/A,N/A,Geometry-Informed Neural Networks,N/A,Poster Session
N/A,N/A,Flat-LoRA: Low-Rank Adaptation over a Flat Loss Landscape,N/A,Poster Session
N/A,N/A,Efficient Distributed Optimization under Heavy-Tailed Noise,N/A,Poster Session
N/A,N/A,Online Conformal Prediction via Online Optimization,N/A,Poster Session
N/A,N/A,Learning to Generate Projections for Reducing Dimensionality of Heterogeneous Linear Programming Problems,N/A,Poster Session
N/A,N/A,Schwarz–Schur Involution: Lightspeed Differentiable Sparse Linear Solvers,N/A,Poster Session
N/A,N/A,Finding Wasserstein Ball Center: Efficient Algorithm and The Applications in Fairness,N/A,Poster Session
N/A,N/A,Decoupled SGDA for Games with Intermittent Strategy Communication,N/A,Poster Session
N/A,N/A,Momentum-Driven Adaptivity: Towards Tuning-Free Asynchronous Federated Learning,N/A,Poster Session
N/A,N/A,Lean and Mean Adaptive Optimization via Subset-Norm and Subspace-Momentum with Convergence Guarantees,N/A,Poster Session
N/A,N/A,Efficient Curvature-Aware Hypergradient Approximation for Bilevel Optimization,N/A,Poster Session
N/A,N/A,Automatic Differentiation of Optimization Algorithms with Time-Varying Updates,N/A,Poster Session
N/A,N/A,Secant Line Search for Frank-Wolfe Algorithms,N/A,Poster Session
N/A,N/A,Active Learning of Deep Neural Networks via Gradient-Free Cutting Planes,N/A,Poster Session
N/A,N/A,Scalable Approximation Algorithms for p-Wasserstein Distance and Its Variants,N/A,Poster Session
N/A,N/A,SHIELD: Multi-task Multi-distribution Vehicle Routing Solver with Sparsity and Hierarchy,N/A,Poster Session
N/A,N/A,An Asymptotically Optimal Approximation Algorithm for Multiobjective Submodular Maximization at Scale,N/A,Poster Session
N/A,N/A,Discrepancy Minimization in Input-Sparsity Time,N/A,Poster Session
N/A,N/A,Intersectional Fairness in Reinforcement Learning with Large State and Constraint Spaces,N/A,Poster Session
N/A,N/A,Scaling Value Iteration Networks to 5000 Layers for Extreme Long-Term Planning,N/A,Poster Session
N/A,N/A,Action-Constrained Imitation Learning,N/A,Poster Session
N/A,N/A,A Reduction Framework for Distributionally Robust Reinforcement Learning under Average Reward,N/A,Poster Session
N/A,N/A,Off-Policy Actor-Critic for Adversarial Observation Robustness: Virtual Alternative Training via Symmetric Policy Evaluation,N/A,Poster Session
N/A,N/A,Adaptive Exploration for Multi-Reward Multi-Policy Evaluation,N/A,Poster Session
N/A,N/A,A Sub-Problem Quantum Alternating Operator Ansatz for Correlation Clustering,N/A,Poster Session
N/A,N/A,Towards Universal Offline Black-Box Optimization via Learning Language Model Embeddings,N/A,Poster Session
N/A,N/A,Improved Lower Bounds for First-order Stochastic Non-convex Optimization under Markov Sampling,N/A,Poster Session
