title,date,time,end_time,speaker,session_type,url,abstract
COCONut-PanCap: Joint Panoptic Segmentation and Grounded Captions for Fine-Grained Understanding and Generation,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121708,
SWE-smith: Scaling Data for Software Engineering Agents,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121828,
UtilGen: Utility-Centric Generative Data Augmentation with Dual-Level Task Adaptation,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115620,
Limited Preference Data? Learning Better Reward Model with Latent Space Synthesis,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116997,
Prismatic Synthesis: Gradient-based Data Diversification Boosts Generalization in LLM Reasoning,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118069,
More of the Same: Persistent Representational Harms Under Increased Representation,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118054,
RiOSWorld: Benchmarking the Risk of Multimodal Computer-Use Agents,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117273,
Fairness-aware Bayes Optimal Functional Classification,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117146,
Individual Fairness In Strategic Classification,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115707,
Panacea: Mitigating Harmful Fine-tuning for Large Language Models via Post-fine-tuning Perturbation,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115700,
Size-adaptive Hypothesis Testing for Fairness,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115447,
Semantic Representation Attack against Aligned Large Language Models,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115093,
Privacy Reasoning in Ambiguous Contexts,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/120306,
Query-Efficient Locally Private Hypothesis Selection via the Scheffe Graph,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/120133,
DictPFL: Efficient and Private Federated Learning on Encrypted Gradients,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119806,
CryptoMoE: Privacy-Preserving and Scalable Mixture of Experts Inference via Balanced Expert Routing,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119592,
Secure and Confidential Certificates of Online Fairness,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119517,
Sum Estimation under Personalized Local Differential Privacy,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119451,
A Private Approximation of the 2nd-Moment Matrix of Any Subsamplable Input,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119097,
What Really is a Member? Discrediting Membership Inference via Poisoning,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118727,
Instance-Optimality for Private KL Distribution Estimation,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118674,
Generative Model Inversion Through the Lens of the Manifold Hypothesis,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117375,
ConfTuner: Training Large Language Models to Express Their Confidence Verbally,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117676,
WMCopier: Forging Invisible Watermarks on Arbitrary Images,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117840,
A Reliable Cryptographic Framework for Empirical Machine Unlearning Evaluation,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117843,
Beyond Expectations: Quantile-Guided Alignment for Risk-Calibrated Language Models,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118057,
LORE: Lagrangian-Optimized Robust Embeddings for Visual Encoders,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118804,
Sloth: scaling laws for LLM skills to predict multi-benchmark performance across families,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119556,
LoSplit: Loss-Guided Dynamic Split for Training-Time Defense Against Graph Backdoor Attacks,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/120057,
Provable Gradient Editing of Deep Neural Networks,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/120208,
Absence Bench: Language Models Can’t See What’s Missing,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121453,
Private Evolution Converges,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115053,
Boosting Resilience of Large Language Models through Causality-Driven Robust Optimization,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116769,
ObCLIP: Oblivious CLoud-Device Hybrid Image Generation with Privacy Preservation,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117577,
Private Set Union with Multiple Contributions,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118010,
From Dormant to Deleted: Tamper-Resistant Unlearning Through Weight-Space Regularization,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117320,
AC-LoRA: (Almost) Training-Free Access Control Aware Multi-Modal LLMs,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117175,
One Token Embedding Is Enough to Deadlock Your Large Reasoning Model,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116766,
Inference-Time Reward Hacking in Large Language Models,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116653,
Long-tailed Recognition with Model Rebalancing,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116487,
"Neural Rule Lists: Learning Discretizations, Rules, and Order in One Go",WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116067,
Backdoor Cleaning without External Guidance in MLLM Fine-tuning,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116003,
Probabilistic Stability Guarantees for Feature Attributions,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115954,
Empowering Decision Trees via Shape Function Branching,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115950,
Finding and Reactivating Post-Trained LLMs' Hidden Safety Mechanisms,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115944,
Understanding and Improving Adversarial Robustness of Neural Probabilistic Circuits,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115768,
Fair Representation Learning with Controllable High Confidence Guarantees via Adversarial Inference,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115679,
Backdoor Mitigation via Invertible Pruning Masks,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115412,
Bridging Symmetry and Robustness: On the Role of Equivariance in Enhancing Adversarial Robustness,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115259,
Evaluating the Inductive Abilities of Large Language Models: Why Chain-of-Thought Reasoning Sometimes Hurts More Than Helps,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115140,
JADE: Joint Alignment and Deep Embedding for Multi-Slice Spatial Transcriptomics,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115972,
The Omni-Expert: A Computationally Efficient Approach to Achieve a Mixture of Experts in a Single Expert Model,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116204,
VeriLoC: Line-of-Code Level Prediction of Hardware Design Quality from Verilog Code,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116545,
LLM-PySC2: Starcraft II learning environment for Large Language Models,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117470,
SymRTLO: Enhancing RTL Code Optimization with LLMs and Neuron-Inspired Symbolic Reasoning,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117529,
MaintainCoder: Maintainable Code Generation Under Dynamic Requirements,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117862,
Learning Interestingness in Automated Mathematical Theory Formation,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118008,
Fine-grained List-wise Alignment for Generative Medication Recommendation,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118087,
Reason-RFT: Reinforcement Fine-Tuning for Visual Reasoning of Vision Language Models,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118345,
SemCoT: Accelerating Chain-of-Thought Reasoning through Semantically-Aligned Implicit Tokens,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/120221,
STEER-ME: Assessing the Microeconomic Reasoning of Large Language Models,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121497,
GTPBD: A Fine-Grained Global Terraced Parcel and Boundary Dataset,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121803,
"CPRet: A Dataset, Benchmark, and Model for Retrieval in Competitive Programming",WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121814,
Open-Insect: Benchmarking Open-Set Recognition of Novel Species in Biodiversity Monitoring,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121829,
Does Representation Guarantee Welfare?,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115873,
Validating LLM-as-a-Judge Systems under Rating Indeterminacy,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117308,
Precise Information Control in Long-Form Text Generation,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115099,
Transferable Black-Box One-Shot Forging of Watermarks via Image Preference Models,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115131,
AgentNet: Decentralized Evolutionary Coordination for LLM-based Multi-Agent Systems,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115584,
IGD: Token Decisiveness Modeling via Information Gain in LLMs for Personalized Recommendation,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115119,
CPSea: Large-scale cyclic peptide-protein complex dataset for machine learning in cyclic peptide design,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121780,
FGBench: A Dataset and Benchmark for Molecular Property Reasoning at Functional Group-Level in Large Language Models,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121617,
KnowMol: Advancing Molecular Large Language Models with Multi-Level Chemical Knowledge,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121467,
NeuralPLexer3: Accurate Biomolecular Complex Structure Prediction with Flow Models,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119351,
Mol-LLaMA: Towards General Understanding of Molecules in Large Molecular Language Model,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118367,
MOOSE-Chem2: Exploring LLM Limits in Fine-Grained Scientific Hypothesis Discovery via Hierarchical Search,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118171,
AANet: Virtual Screening under Structural Uncertainty via Alignment and Aggregation,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117847,
CellCLIP - Learning Perturbation Effects in Cell Painting via Text-Guided Contrastive Learning,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117626,
Template-Guided 3D Molecular Pose Generation via Flow Matching and Differentiable Optimization,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117106,
FIGRDock: Fast Interaction-Guided Regression for Flexible Docking,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116606,
Symmetry-Preserving Conformer Ensemble Networks for Molecular Representation Learning,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116359,
Dynamic and Chemical Constraints to Enhance the Molecular Masked Graph Autoencoders,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115544,
Learning Repetition-Invariant Representations for Polymer Informatics,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115504,
TreeFinder: A US-Scale Benchmark Dataset for Individual Tree Mortality Monitoring Using High-Resolution Aerial Imagery,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121794,
SentinelKilnDB: A Large-Scale Dataset and Benchmark for OBB Brick Kiln Detection in South Asia Using Satellite Imagery,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121530,
scGeneScope: A Treatment-Matched Single Cell Imaging and Transcriptomics Dataset and Benchmark for Treatment Response Modeling,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121808,
An Investigation of Memorization Risk in Healthcare Foundation Models,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118370,
Towards Doctor-Like Reasoning: Medical RAG Fusing Knowledge with Patient Analogy through Textual Gradients,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118649,
DoseSurv: Predicting Personalized Survival Outcomes under Continuous-Valued Treatments,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119824,
MedMax: Mixed-Modal Instruction Tuning for Training Biomedical Assistants,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121481,
FEEL: Quantifying Heterogeneity in Physiological Signals for Generalizable Emotion Recognition,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121715,
MedicalNarratives: Connecting Medical Vision and Language with Localized Narratives,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121849,
PatientSim: A Persona-Driven Simulator for Realistic Doctor-Patient Interactions,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121868,
PRSformer: Disease Prediction from Million-Scale Individual Genotypes,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116171,
ShapeEmbed: a self-supervised learning framework for 2D contour quantification,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116558,
Bidirectional Representations Augmented Autoregressive Biological Sequence Generation: Application in De Novo Peptide Sequencing,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116736,
Understanding protein function with a multimodal retrieval-augmented foundation model,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116850,
Joint Velocity-Growth Flow Matching for Single-Cell Dynamics Modeling,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117260,
Tabula: A Tabular Self-Supervised Foundation Model for Single-Cell Transcriptomics,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117659,
KINDLE: Knowledge-Guided Distillation for Prior-Free Gene Regulatory Network Inference,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119666,
Zero-shot protein stability prediction by inverse folding models: a free energy interpretation,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119832,
Gene Regulatory Network Inference in the Presence of Selection Bias and Latent Confounders,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/120265,
OCTDiff: Bridged Diffusion Model for Portable OCT Super-Resolution and Enhancement,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117693,
PhysioWave: A Multi-Scale Wavelet-Transformer for Physiological Signal Representation,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117220,
D-VST: Diffusion Transformer for Pathology-Correct Tone-Controllable Cross-Dye Virtual Staining of Whole Slide Images,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116438,
Sequential Attention-based Sampling for Histopathological Analysis,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115302,
"EmergentTTS-Eval: Evaluating TTS Models on Complex Prosodic, Expressiveness, and Linguistic Challenges Using Model-as-a-Judge",WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121670,
WritingBench: A Comprehensive Benchmark for Generative Writing,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121666,
TimE: A Multi-level Benchmark for Temporal Reasoning of LLMs in Real-World Scenarios,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121417,
FocalCodec: Low-Bitrate Speech Coding via Focal Modulation Networks,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119693,
Unbiased Sliced Wasserstein Kernels for High-Quality Audio Captioning,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119657,
Benford’s Curse: Tracing Digit Bias to Numerical Hallucination in LLMs,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119464,
SALMONN-omni: A Standalone Speech LLM without Codec Injection for Full-duplex Conversation,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119430,
Probabilistic Reasoning with LLMs for Privacy Risk Estimation,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118897,
ZeroSep: Separate Anything in Audio with Zero Training,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118822,
Learning to Instruct for Visual Instruction Tuning,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118364,
The Unreasonable Effectiveness of Entropy Minimization in LLM Reasoning,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117754,
Geo-Sign: Hyperbolic Contrastive Regularisation for Geometrically Aware Sign Language Translation,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117570,
STEP: A Unified Spiking Transformer Evaluation Platform for Fair and Reproducible Benchmarking,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121635,
Execution Guided Line-by-Line Code Generation,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115138,
TaDiCodec: Text-aware Diffusion Speech Tokenizer for Speech Language Modeling,WED 3 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115339,
